Name	Length	EffectiveLength	TPMKO	NumReadKO	TPMCtrl	NumReadsCtrl	Diff
ENSMUST00000040430.8	2766	2565.61	32.3744	1	0	0	32.3744
ENSMUST00000198993.2	2774	2573.61	32.2737	1	0	0	32.2737
ENSMUST00000107383.8	2775	2574.61	32.2612	1	0	0	32.2612
ENSMUST00000166599.2	2782	2581.61	32.1737	1	0	0	32.1737
ENSMUST00000115043.8	3056	2855.61	32.1576	1.10558	0	0	32.1576
ENSMUST00000030243.8	7969	7768.61	32.0752	3	0	0	32.0752
ENSMUST00000139848.8	2810	2609.61	31.8285	1	0	0	31.8285
ENSMUST00000065360.5	2811	2610.61	31.8163	1	0	0	31.8163
ENSMUST00000226742.2	2820	2619.61	31.707	1	0	0	31.707
ENSMUST00000031492.15	2820	2619.61	31.707	1	0	0	31.707
ENSMUST00000063816.6	2830	2629.61	31.5864	1	0	0	31.5864
ENSMUST00000108849.8	4827	4626.61	179.747	10.0123	148.239	3.39915	31.50800000000001
ENSMUST00000024983.12	5489	5288.61	31.4109	2	0	0	31.4109
ENSMUST00000160027.8	2846	2645.61	31.3954	1	0	0	31.3954
ENSMUST00000188017.2	2846	2645.61	31.3954	1	0	0	31.3954
ENSMUST00000237220.2	2847	2646.61	31.3835	1	0	0	31.3835
ENSMUST00000033662.9	2848	2647.61	31.3717	1	0	0	31.3717
ENSMUST00000216647.2	2848	2647.61	31.3717	1	0	0	31.3717
ENSMUST00000162342.8	2876	2675.61	31.0434	1	0	0	31.0434
ENSMUST00000055984.7	2893	2692.61	30.8474	1	0	0	30.8474
ENSMUST00000066601.13	4432	4231.61	78.4889	3.99873	47.6751	0.99987	30.8138
ENSMUST00000171257.4	2904	2703.61	30.7219	1	0	0	30.7219
ENSMUST00000079881.11	2906	2705.61	30.6992	1	0	0	30.6992
ENSMUST00000058884.10	2906	2705.61	30.6992	1	0	0	30.6992
ENSMUST00000215051.2	2925	2724.61	30.4851	1	0	0	30.4851
ENSMUST00000153077.2	5669	5468.61	30.377	2	0	0	30.377
ENSMUST00000066885.6	2936	2735.61	30.3625	1	0	0	30.3625
ENSMUST00000207173.3	2950	2749.61	30.2079	1	0	0	30.2079
ENSMUST00000214672.2	2955	2754.61	30.1531	1	0	0	30.1531
ENSMUST00000059787.15	5766	5565.61	30.0903	2.01626	0	0	30.0903
ENSMUST00000131028.8	2966	2765.61	30.0331	1	0	0	30.0331
ENSMUST00000216089.2	2977	2776.61	29.9142	1	0	0	29.9142
ENSMUST00000034722.5	2979	2778.61	29.8926	1	0	0	29.8926
ENSMUST00000170287.8	2981	2780.61	29.8711	1	0	0	29.8711
ENSMUST00000149992.2	2982	2781.61	29.8604	1	0	0	29.8604
ENSMUST00000189022.8	2985	2784.61	29.8282	1	0	0	29.8282
ENSMUST00000020488.9	123179	122979	36.2836	53.7215	6.56319	4.00029	29.72041
ENSMUST00000140478.2	2996	2795.61	29.7109	1	0	0	29.7109
ENSMUST00000189234.2	3022	2821.61	29.4371	1	0	0	29.4371
ENSMUST00000196048.2	3026	2825.61	29.3954	1	0	0	29.3954
ENSMUST00000226532.2	1853	1652.61	29.3512	0.58399	0	0	29.3512
ENSMUST00000052387.5	8695	8494.61	29.3339	3	0	0	29.3339
ENSMUST00000112155.9	3040	2839.61	29.2505	1	0	0	29.2505
ENSMUST00000170872.3	5895	5694.61	29.1714	2	0	0	29.1714
ENSMUST00000219400.2	3005	2804.61	29.1156	0.983119	0	0	29.1156
ENSMUST00000167014.3	3061	2860.61	29.0358	1	0	0	29.0358
ENSMUST00000127700.2	3070	2869.61	28.9447	1	0	0	28.9447
ENSMUST00000001253.8	3075	2874.61	28.8943	1	0	0	28.8943
ENSMUST00000034187.9	3078	2877.61	28.8642	1	0	0	28.8642
ENSMUST00000200065.2	4786	4585.61	28.7903	1.58947	0	0	28.7903
ENSMUST00000198637.2	3088	2887.61	28.7643	1	0	0	28.7643
ENSMUST00000025408.10	3094	2893.61	28.7046	1	0	0	28.7046
ENSMUST00000027432.9	3112	2911.61	28.5272	1	0	0	28.5272
ENSMUST00000067230.6	4795	4594.61	28.4572	1.57416	0	0	28.4572
ENSMUST00000110851.8	3121	2920.61	28.4377	0.999945	0	0	28.4377
ENSMUST00000167093.3	3125	2924.61	28.4004	1	0	0	28.4004
ENSMUST00000142589.6	3130	2929.61	28.3519	1	0	0	28.3519
ENSMUST00000227229.2	6733	6532.61	28.2361	2.22075	0	0	28.2361
ENSMUST00000124737.8	3151	2950.61	28.1501	1	0	0	28.1501
ENSMUST00000154256.3	3152	2951.61	28.1406	1	0	0	28.1406
ENSMUST00000088653.3	3163	2962.61	28.0361	1	0	0	28.0361
ENSMUST00000198325.5	3164	2963.61	28.0266	1	0	0	28.0266
ENSMUST00000215746.2	3175	2974.61	27.923	1	0	0	27.923
ENSMUST00000217407.2	6154	5953.61	27.9024	2	0	0	27.9024
ENSMUST00000135309.2	3183	2982.61	27.8481	1	0	0	27.8481
ENSMUST00000115000.4	3184	2983.61	27.8388	1	0	0	27.8388
ENSMUST00000052185.5	3184	2983.61	27.8388	1	0	0	27.8388
ENSMUST00000233647.2	3192	2991.61	27.7643	1	0	0	27.7643
ENSMUST00000031170.10	3192	2991.61	27.7643	1	0	0	27.7643
ENSMUST00000225949.2	3198	2997.61	27.7087	1	0	0	27.7087
ENSMUST00000162853.8	3200	2999.61	27.6903	1	0	0	27.6903
ENSMUST00000134225.2	3200	2999.61	27.6903	1	0	0	27.6903
ENSMUST00000221664.2	3209	3008.61	27.6074	1	0	0	27.6074
ENSMUST00000221630.2	3214	3013.61	27.5616	1	0	0	27.5616
ENSMUST00000194536.2	3232	3031.61	27.398	1	0	0	27.398
ENSMUST00000110031.4	3235	3034.61	27.3709	1	0	0	27.3709
ENSMUST00000026126.10	3240	3039.61	27.3259	1	0	0	27.3259
ENSMUST00000137573.2	3245	3044.61	27.281	1	0	0	27.281
ENSMUST00000147996.2	3250	3049.61	27.2363	1	0	0	27.2363
ENSMUST00000117438.8	3251	3050.61	27.2273	1	0	0	27.2273
ENSMUST00000079424.11	3254	3053.61	27.2006	1	0	0	27.2006
ENSMUST00000049699.9	3255	3054.61	27.1917	1	0	0	27.1917
ENSMUST00000088666.4	3256	3055.61	27.1828	1	0	0	27.1828
ENSMUST00000194743.2	3267	3066.61	27.0853	1	0	0	27.0853
ENSMUST00000090190.14	6354	6153.61	26.9955	2	0	0	26.9955
ENSMUST00000201047.4	3279	3078.61	26.9797	1	0	0	26.9797
ENSMUST00000138091.8	3291	3090.61	26.8749	1	0	0	26.8749
ENSMUST00000058352.15	3293	3092.61	26.8576	1	0	0	26.8576
ENSMUST00000236956.2	3302	3101.61	26.7796	1	0	0	26.7796
ENSMUST00000212437.2	3307	3106.61	26.7365	1	0	0	26.7365
ENSMUST00000202767.2	3307	3106.61	26.7365	1	0	0	26.7365
ENSMUST00000029766.9	3311	3110.61	26.7022	1	0	0	26.7022
ENSMUST00000108686.8	3317	3116.61	26.6507	1	0	0	26.6507
ENSMUST00000075281.8	3321	3120.61	26.6108	0.999782	0	0	26.6108
ENSMUST00000159058.8	3323	3122.61	26.5995	1	0	0	26.5995
ENSMUST00000021311.10	3326	3125.61	26.574	1	0	0	26.574
ENSMUST00000114127.8	3332	3131.61	26.5231	1	0	0	26.5231
ENSMUST00000217915.2	3340	3139.61	26.4555	1	0	0	26.4555
ENSMUST00000026120.8	3344	3143.61	26.4218	1	0	0	26.4218
ENSMUST00000125487.8	3350	3149.61	26.3715	1	0	0	26.3715
ENSMUST00000022639.8	3380	3179.61	26.1227	1	0	0	26.1227
ENSMUST00000226776.2	3388	3187.61	26.0571	1	0	0	26.0571
ENSMUST00000076362.12	3394	3193.61	26.0082	1	0	0	26.0082
ENSMUST00000037853.5	3642	3441.61	25.895	1.07297	0	0	25.895
ENSMUST00000037947.15	3418	3217.61	25.8142	1	0	0	25.8142
ENSMUST00000049740.3	5122	4921.61	25.8111	1.5294	0	0	25.8111
ENSMUST00000043866.8	6590	6389.61	25.7131	1.97805	0	0	25.7131
ENSMUST00000053917.6	5757	5556.61	25.5412	1.70867	0	0	25.5412
ENSMUST00000186252.2	3495	3294.61	25.5067	1.01174	0	0	25.5067
ENSMUST00000233465.2	3474	3273.61	25.3726	1	0	0	25.3726
ENSMUST00000089915.10	3475	3274.61	25.3648	1	0	0	25.3648
ENSMUST00000230906.2	4026	3825.61	25.3309	1.1667	0	0	25.3309
ENSMUST00000057598.7	3957	3756.61	25.3155	1.14496	0	0	25.3155
ENSMUST00000195201.2	3485	3284.61	25.2876	1	0	0	25.2876
ENSMUST00000179652.2	3491	3290.61	25.2415	1	0	0	25.2415
ENSMUST00000167994.10	3438	3237.61	25.2268	0.983322	0	0	25.2268
ENSMUST00000173642.2	3526	3325.61	24.9759	1	0	0	24.9759
ENSMUST00000021932.6	3526	3325.61	24.9727	0.999875	0	0	24.9727
ENSMUST00000215042.2	3527	3326.61	24.9684	1	0	0	24.9684
ENSMUST00000211042.2	3533	3332.61	24.9234	1	0	0	24.9234
ENSMUST00000043843.12	3540	3339.61	24.8712	1	0	0	24.8712
ENSMUST00000053078.5	3542	3341.61	24.8563	1	0	0	24.8563
ENSMUST00000235843.2	3554	3353.61	24.7673	1	0	0	24.7673
ENSMUST00000162155.8	6913	6712.61	24.7475	2	0	0	24.7475
ENSMUST00000134950.8	3565	3364.61	24.6864	1	0	0	24.6864
ENSMUST00000029462.10	3566	3365.61	24.679	1	0	0	24.679
ENSMUST00000159534.4	3566	3365.61	24.679	1	0	0	24.679
ENSMUST00000128208.8	3578	3377.61	24.5913	1	0	0	24.5913
ENSMUST00000237756.2	3580	3379.61	24.5768	1	0	0	24.5768
ENSMUST00000034469.7	3594	3393.61	24.4754	1	0	0	24.4754
ENSMUST00000126160.2	3607	3406.61	24.382	1	0	0	24.382
ENSMUST00000234614.2	3608	3407.61	24.3748	1	0	0	24.3748
ENSMUST00000213574.2	3610	3409.61	24.3606	1	0	0	24.3606
ENSMUST00000053392.11	3621	3420.61	24.2822	1	0	0	24.2822
ENSMUST00000038455.12	3627	3426.61	24.2397	1	0	0	24.2397
ENSMUST00000125881.2	3637	3436.61	24.1692	1	0	0	24.1692
ENSMUST00000129244.2	3644	3443.61	24.12	1	0	0	24.12
ENSMUST00000050328.15	3647	3446.61	24.099	1	0	0	24.099
ENSMUST00000129091.9	7117	6916.61	24.0175	2	0	0	24.0175
ENSMUST00000221699.2	1174	973.611	285.083	3.34168	261.19	1.26034	23.89300000000003
ENSMUST00000211724.2	3698	3497.61	23.7476	1	0	0	23.7476
ENSMUST00000238079.2	2159	1958.61	23.7137	0.559184	0	0	23.7137
ENSMUST00000195355.2	3704	3503.61	23.707	1	0	0	23.707
ENSMUST00000146044.8	3707	3506.61	23.6867	1	0	0	23.6867
ENSMUST00000162227.3	3719	3518.61	23.6059	1	0	0	23.6059
ENSMUST00000149511.2	3740	3539.61	23.4659	1	0	0	23.4659
ENSMUST00000096232.6	3746	3545.61	23.4261	1	0	0	23.4261
ENSMUST00000074370.10	3777	3576.61	23.2231	1	0	0	23.2231
ENSMUST00000136900.2	3786	3585.61	23.1648	1	0	0	23.1648
ENSMUST00000144447.8	3792	3591.61	23.1261	1	0	0	23.1261
ENSMUST00000130350.2	3798	3597.61	23.0875	1	0	0	23.0875
ENSMUST00000181620.3	3805	3604.61	23.0427	1	0	0	23.0427
ENSMUST00000048246.5	3810	3609.61	23.0108	1	0	0	23.0108
ENSMUST00000018569.14	3813	3612.61	22.9917	1	0	0	22.9917
ENSMUST00000202581.2	7440	7239.61	22.946	2	0	0	22.946
ENSMUST00000230111.2	1904	1703.61	22.9442	0.470599	0	0	22.9442
ENSMUST00000030628.15	3826	3625.61	22.9092	1	0	0	22.9092
ENSMUST00000161386.8	3826	3625.61	22.9092	1	0	0	22.9092
ENSMUST00000053016.10	4445	4244.61	22.8878	1.16964	0	0	22.8878
ENSMUST00000236057.2	3831	3630.61	22.8777	1	0	0	22.8777
ENSMUST00000222020.2	3841	3640.61	22.8149	1	0	0	22.8149
ENSMUST00000164420.2	3846	3645.61	22.7836	1	0	0	22.7836
ENSMUST00000214141.2	3861	3660.61	22.6902	1	0	0	22.6902
ENSMUST00000042556.11	3872	3671.61	22.6222	1	0	0	22.6222
ENSMUST00000140358.8	3874	3673.61	22.6099	1	0	0	22.6099
ENSMUST00000030460.15	3588	3387.61	441.338	18	418.834	7.03204	22.50400000000002
ENSMUST00000061328.6	3900	3699.61	22.451	1	0	0	22.451
ENSMUST00000145231.3	3914	3713.61	22.3664	1	0	0	22.3664
ENSMUST00000215198.2	3923	3722.61	22.3123	1	0	0	22.3123
ENSMUST00000057725.10	3926	3725.61	22.2943	1	0	0	22.2943
ENSMUST00000180201.2	3927	3726.61	22.2883	1	0	0	22.2883
ENSMUST00000051309.9	3928	3727.61	22.2824	1	0	0	22.2824
ENSMUST00000105897.10	8175	7974.61	22.2481	2.13605	0	0	22.2481
ENSMUST00000109268.2	2864	2663.61	249.466	8	227.25	3	22.216000000000008
ENSMUST00000094215.10	4492	4291.61	22.1789	1.14596	0	0	22.1789
ENSMUST00000115251.8	3989	3788.61	22.1441	1.01006	0	0	22.1441
ENSMUST00000057892.15	11488	11287.6	22.0755	3	0	0	22.0755
ENSMUST00000034411.10	3964	3763.61	22.0692	1	0	0	22.0692
ENSMUST00000118522.8	3973	3772.61	22.0166	1	0	0	22.0166
ENSMUST00000214180.2	7750	7549.61	22.0038	2	0	0	22.0038
ENSMUST00000225955.2	2356	2155.61	115.596	3	93.6016	1	21.9944
ENSMUST00000177974.8	3984	3783.61	21.9526	1	0	0	21.9526
ENSMUST00000148907.2	4006	3805.61	21.8257	1	0	0	21.8257
ENSMUST00000103017.4	4025	3824.61	21.7172	1	0	0	21.7172
ENSMUST00000095893.11	2429	2228.61	21.6863	0.581871	0	0	21.6863
ENSMUST00000026068.8	4049	3848.61	21.5818	1	0	0	21.5818
ENSMUST00000218939.2	4067	3866.61	21.4813	1	0	0	21.4813
ENSMUST00000219144.2	4067	3866.61	21.4813	1	0	0	21.4813
ENSMUST00000023150.7	4072	3871.61	21.4536	1	0	0	21.4536
ENSMUST00000095615.3	4078	3877.61	21.4204	1	0	0	21.4204
ENSMUST00000198113.2	4083	3882.61	21.3928	1	0	0	21.3928
ENSMUST00000169078.3	4086	3885.61	21.3763	1	0	0	21.3763
ENSMUST00000088291.5	4098	3897.61	21.3105	1	0	0	21.3105
ENSMUST00000178727.2	2432	2231.61	111.659	3	90.4139	1	21.245100000000008
ENSMUST00000132094.8	4121	3920.61	21.1855	1	0	0	21.1855
ENSMUST00000028815.15	6364	6163.61	53.9035	4	32.7355	1	21.168
ENSMUST00000188952.7	6315	6114.61	180.63	13.2974	159.472	4.8328	21.157999999999987
ENSMUST00000217902.2	4135	3934.61	21.1101	1	0	0	21.1101
ENSMUST00000073312.7	4209	4008.61	21.0838	1.01754	0	0	21.0838
ENSMUST00000233643.2	4141	3940.61	21.078	1	0	0	21.078
ENSMUST00000134523.8	4143	3942.61	21.0673	1	0	0	21.0673
ENSMUST00000040487.4	4143	3942.61	21.0649	0.999887	0	0	21.0649
ENSMUST00000108153.9	4157	3956.61	20.9927	1	0	0	20.9927
ENSMUST00000038448.7	4171	3970.61	20.9187	1	0	0	20.9187
ENSMUST00000204620.3	4179	3978.61	20.8766	1	0	0	20.8766
ENSMUST00000156552.8	4179	3978.61	20.8766	1	0	0	20.8766
ENSMUST00000074408.7	4182	3981.61	20.8609	1	0	0	20.8609
ENSMUST00000045747.5	4194	3993.61	20.7982	1	0	0	20.7982
ENSMUST00000170531.2	4206	4005.61	20.7359	1	0	0	20.7359
ENSMUST00000178140.2	4206	4005.61	20.7359	1	0	0	20.7359
ENSMUST00000031597.7	4208	4007.61	20.7256	1	0	0	20.7256
ENSMUST00000037302.6	4209	4008.61	20.7204	1	0	0	20.7204
ENSMUST00000155835.8	4225	4024.61	20.638	1	0	0	20.638
ENSMUST00000000080.8	4225	4024.61	20.638	1	0	0	20.638
ENSMUST00000087465.11	4237	4036.61	20.5767	1	0	0	20.5767
ENSMUST00000133154.7	7299	7098.61	48.9165	4.18058	28.4237	1	20.4928
ENSMUST00000132325.10	4264	4063.61	20.4399	1	0	0	20.4399
ENSMUST00000222942.2	2589	2388.61	20.37	0.585792	0	0	20.37
ENSMUST00000145505.2	4446	4245.61	20.3606	1.04073	0	0	20.3606
ENSMUST00000166737.2	4301	4100.61	20.2555	1	0	0	20.2555
ENSMUST00000020849.9	4308	4107.61	20.221	1	0	0	20.221
ENSMUST00000229127.2	4310	4109.61	20.2112	1	0	0	20.2112
ENSMUST00000028336.7	2548	2347.61	106.142	3	85.9464	1	20.1956
ENSMUST00000182603.2	4315	4114.61	20.1866	1	0	0	20.1866
ENSMUST00000135574.8	4318	4117.61	20.1719	1	0	0	20.1719
ENSMUST00000215517.2	4324	4123.61	20.1381	0.999777	0	0	20.1381
ENSMUST00000020379.13	2829	2628.61	20.116	0.636612	0	0	20.116
ENSMUST00000223680.2	6689	6488.61	51.2036	4	31.0958	1	20.1078
ENSMUST00000112693.10	8509	8308.61	19.9937	2	0	0	19.9937
ENSMUST00000035027.13	4365	4164.61	19.9442	1	0	0	19.9442
ENSMUST00000217365.2	4365	4164.61	19.9311	0.999343	0	0	19.9311
ENSMUST00000159048.8	8174	7973.61	19.9149	1.9118	0	0	19.9149
ENSMUST00000171686.9	4380	4179.61	19.8727	1	0	0	19.8727
ENSMUST00000039545.5	4407	4206.61	19.7451	1	0	0	19.7451
ENSMUST00000038890.6	8645	8444.61	19.6717	2	0	0	19.6717
ENSMUST00000207986.2	4425	4224.61	19.661	1	0	0	19.661
ENSMUST00000135333.3	4426	4225.61	19.6563	1	0	0	19.6563
ENSMUST00000149557.3	4433	4232.61	19.6238	1	0	0	19.6238
ENSMUST00000127162.2	4435	4234.61	19.6146	1	0	0	19.6146
ENSMUST00000222926.2	4951	4750.61	19.4644	1.11326	0	0	19.4644
ENSMUST00000046515.15	4480	4279.61	19.4083	1	0	0	19.4083
ENSMUST00000109399.9	8445	8244.61	19.402	1.92586	0	0	19.402
ENSMUST00000099078.10	8770	8569.61	19.3848	2	0	0	19.3848
ENSMUST00000127638.8	4516	4315.61	19.2464	1	0	0	19.2464
ENSMUST00000032898.9	4518	4317.61	19.2375	1	0	0	19.2375
ENSMUST00000153365.8	4529	4328.61	19.1886	1	0	0	19.1886
ENSMUST00000113111.8	4543	4342.61	19.1267	1	0	0	19.1267
ENSMUST00000139215.8	4585	4384.61	18.9435	1	0	0	18.9435
ENSMUST00000216552.2	4588	4387.61	18.9306	1	0	0	18.9306
ENSMUST00000210812.2	4591	4390.61	18.9176	1	0	0	18.9176
ENSMUST00000091851.10	4594	4393.61	18.9047	1	0	0	18.9047
ENSMUST00000098312.4	4598	4397.61	18.8875	1	0	0	18.8875
ENSMUST00000101202.10	4605	4404.61	18.8575	1	0	0	18.8575
ENSMUST00000201763.2	4627	4426.61	18.7638	1	0	0	18.7638
ENSMUST00000161490.8	4968	4767.61	18.736	1.07544	0	0	18.736
ENSMUST00000068891.12	4640	4439.61	18.7088	1	0	0	18.7088
ENSMUST00000025663.8	6602	6401.61	18.6518	1.43753	0	0	18.6518
ENSMUST00000028767.9	4664	4463.61	18.6083	1	0	0	18.6083
ENSMUST00000055535.9	9148	8947.61	18.5659	2	0	0	18.5659
ENSMUST00000196608.2	4705	4504.61	18.4389	1	0	0	18.4389
ENSMUST00000225488.2	4706	4505.61	18.4348	1	0	0	18.4348
ENSMUST00000199585.5	5196	4995.61	18.3761	1.10522	0	0	18.3761
ENSMUST00000052725.15	4787	4586.61	18.1092	1	0	0	18.1092
ENSMUST00000160583.8	14644	14443.6	46.0051	8	27.9388	2	18.0663
ENSMUST00000133342.10	5150	4949.61	18.0323	1.07456	0	0	18.0323
ENSMUST00000201855.2	4809	4608.61	18.0228	1	0	0	18.0228
ENSMUST00000230756.2	4831	4630.61	17.9372	1	0	0	17.9372
ENSMUST00000041331.4	4832	4631.61	17.9333	1	0	0	17.9333
ENSMUST00000110939.8	4833	4632.61	17.9294	1	0	0	17.9294
ENSMUST00000218278.2	4859	4658.61	17.8293	1	0	0	17.8293
ENSMUST00000041374.8	4867	4666.61	17.7988	1	0	0	17.7988
ENSMUST00000065308.13	4871	4670.61	17.7835	1	0	0	17.7835
ENSMUST00000162955.8	4889	4688.61	17.7153	1	0	0	17.7153
ENSMUST00000117394.2	4985	4784.61	17.707	1.02	0	0	17.707
ENSMUST00000237797.2	4896	4695.61	17.6889	1	0	0	17.6889
ENSMUST00000057596.10	9649	9448.61	17.5814	2	0	0	17.5814
ENSMUST00000039840.15	4970	4769.61	17.4144	1	0	0	17.4144
ENSMUST00000218842.2	4970	4769.61	17.4144	1	0	0	17.4144
ENSMUST00000143806.2	4972	4771.61	17.4071	1	0	0	17.4071
ENSMUST00000156608.2	4983	4782.61	17.3671	1	0	0	17.3671
ENSMUST00000239299.2	5014	4813.61	17.2552	1	0	0	17.2552
ENSMUST00000049453.9	5048	4847.61	17.1342	1	0	0	17.1342
ENSMUST00000086819.12	5097	4896.61	16.9628	1	0	0	16.9628
ENSMUST00000000642.11	5513	5312.61	16.8855	1.08002	0	0	16.8855
ENSMUST00000022734.9	5141	4940.61	16.8117	1	0	0	16.8117
ENSMUST00000042221.14	5165	4964.61	16.7304	1	0	0	16.7304
ENSMUST00000089473.5	5186	4985.61	16.6599	1	0	0	16.6599
ENSMUST00000106971.2	5212	5011.61	16.5735	1	0	0	16.5735
ENSMUST00000148747.8	10229	10028.6	16.5646	2	0	0	16.5646
ENSMUST00000208820.3	5224	5023.61	16.5339	1	0	0	16.5339
ENSMUST00000190096.7	4078	3877.61	42.8408	2	26.3083	0.505596	16.532500000000002
ENSMUST00000233317.2	25851	25650.6	16.3931	5.06252	0	0	16.3931
ENSMUST00000209670.4	5290	5089.61	16.3194	0.999994	0	0	16.3194
ENSMUST00000041551.9	5294	5093.61	16.3067	1	0	0	16.3067
ENSMUST00000160236.8	5313	5112.61	16.2461	1	0	0	16.2461
ENSMUST00000200295.5	5325	5124.61	16.2081	1	0	0	16.2081
ENSMUST00000111455.9	7579	7378.61	16.178	1.43717	0	0	16.178
ENSMUST00000200955.4	5373	5172.61	16.1772	1.00744	0	0	16.1772
ENSMUST00000127748.5	5363	5162.61	16.0888	1	0	0	16.0888
ENSMUST00000036227.7	5376	5175.61	16.0483	1	0	0	16.0483
ENSMUST00000160801.8	3062	2861.61	16.0335	0.552391	0	0	16.0335
ENSMUST00000112198.3	5413	5212.61	15.9344	1	0	0	15.9344
ENSMUST00000212227.2	3323	3122.61	15.9192	0.598476	0	0	15.9192
ENSMUST00000063747.12	5440	5239.61	15.8522	0.999993	0	0	15.8522
ENSMUST00000030306.14	5517	5316.61	15.6227	1	0	0	15.6227
ENSMUST00000025350.10	8616	8415.61	39.479	4	23.9755	1	15.503499999999999
ENSMUST00000020220.15	5558	5357.61	15.5032	1	0	0	15.5032
ENSMUST00000234717.2	5630	5429.61	15.2976	1	0	0	15.2976
ENSMUST00000075190.5	5647	5446.61	15.2499	1	0	0	15.2499
ENSMUST00000128981.8	5657	5456.61	15.2219	1	0	0	15.2219
ENSMUST00000097873.10	5033	4832.61	15.1202	0.879725	0	0	15.1202
ENSMUST00000183471.2	5696	5495.61	15.1139	1	0	0	15.1139
ENSMUST00000218316.2	5713	5512.61	15.0673	1	0	0	15.0673
ENSMUST00000025402.15	5736	5535.61	15.0047	1	0	0	15.0047
ENSMUST00000187605.2	6513	6312.61	14.9871	1.13903	0	0	14.9871
ENSMUST00000180611.8	11319	11118.6	14.9407	2	0	0	14.9407
ENSMUST00000215186.3	5810	5609.61	14.8067	1	0	0	14.8067
ENSMUST00000064257.6	5823	5622.61	14.7725	1	0	0	14.7725
ENSMUST00000234493.2	11539	11338.6	14.6508	2	0	0	14.6508
ENSMUST00000107305.8	5887	5686.61	14.6062	1	0	0	14.6062
ENSMUST00000106044.6	5918	5717.61	14.527	1	0	0	14.527
ENSMUST00000213308.3	6201	6000.61	14.4037	1.04059	0	0	14.4037
ENSMUST00000152830.9	5993	5792.61	14.339	1	0	0	14.339
ENSMUST00000004770.7	6042	5841.61	14.2187	1	0	0	14.2187
ENSMUST00000049020.9	6083	5882.61	14.1196	1	0	0	14.1196
ENSMUST00000034889.10	6118	5917.61	14.0361	1	0	0	14.0361
ENSMUST00000233011.2	1852	1651.61	14.0067	0.278517	0	0	14.0067
ENSMUST00000056433.7	6134	5933.61	13.9982	1	0	0	13.9982
ENSMUST00000177962.9	6155	5954.61	13.9489	1	0	0	13.9489
ENSMUST00000070607.9	6158	5957.61	13.9418	1	0	0	13.9418
ENSMUST00000181987.8	6222	6021.61	13.7937	1	0	0	13.7937
ENSMUST00000050383.8	6310	6109.61	13.595	1	0	0	13.595
ENSMUST00000079978.13	6354	6153.61	13.4978	1	0	0	13.4978
ENSMUST00000168553.8	6523	6322.61	13.4916	1.02699	0	0	13.4916
ENSMUST00000149046.4	6358	6157.61	13.489	1	0	0	13.489
ENSMUST00000054197.7	6394	6193.61	13.4106	1	0	0	13.4106
ENSMUST00000043208.8	6402	6201.61	13.3933	1	0	0	13.3933
ENSMUST00000129820.8	6453	6252.61	13.2841	1	0	0	13.2841
ENSMUST00000112354.3	6471	6270.61	13.2459	1	0	0	13.2459
ENSMUST00000002825.6	6492	6291.61	13.2017	1	0	0	13.2017
ENSMUST00000112390.8	6537	6336.61	13.1077	0.99998	0	0	13.1077
ENSMUST00000032909.9	6573	6372.61	13.0339	1	0	0	13.0339
ENSMUST00000077282.7	6586	6385.61	13.0074	1	0	0	13.0074
ENSMUST00000056512.14	3063	2862.61	12.9876	0.447609	0	0	12.9876
ENSMUST00000044828.14	6675	6474.61	12.8286	1	0	0	12.8286
ENSMUST00000159732.2	1632	1431.61	12.7922	0.220485	0	0	12.7922
ENSMUST00000018727.4	6703	6502.61	12.7733	1	0	0	12.7733
ENSMUST00000212601.2	6789	6588.61	12.6066	1	0	0	12.6066
ENSMUST00000114747.9	6881	6680.61	12.433	1	0	0	12.433
ENSMUST00000180572.2	6891	6690.61	12.4144	1	0	0	12.4144
ENSMUST00000221293.2	6904	6703.61	12.3903	1	0	0	12.3903
ENSMUST00000104984.4	6905	6704.61	12.3885	1	0	0	12.3885
ENSMUST00000209720.2	6905	6704.61	12.3885	1	0	0	12.3885
ENSMUST00000063982.7	6915	6714.61	12.37	1	0	0	12.37
ENSMUST00000009256.4	6925	6724.61	12.3516	1	0	0	12.3516
ENSMUST00000182405.9	6977	6776.61	12.2569	1	0	0	12.2569
ENSMUST00000127974.8	4423	4222.61	12.1036	0.615325	0	0	12.1036
ENSMUST00000111668.8	4861	4660.61	55.2261	3.09881	43.2923	1	11.933800000000005
ENSMUST00000097376.10	7265	7064.61	11.7572	1	0	0	11.7572
ENSMUST00000027451.13	6328	6127.61	50.1892	3.70262	38.4332	1.1672	11.756
ENSMUST00000036025.16	7274	7073.61	11.7422	1	0	0	11.7422
ENSMUST00000201528.2	7278	7077.61	11.7068	0.997549	0	0	11.7068
ENSMUST00000191497.2	4273	4072.61	11.6935	0.573357	0	0	11.6935
ENSMUST00000199754.5	7438	7237.61	11.692	1.01881	0	0	11.692
ENSMUST00000020830.14	4839	4638.61	37.6969	2.10524	26.1356	0.600851	11.5613
ENSMUST00000155203.2	7414	7213.61	11.5143	1	0	0	11.5143
ENSMUST00000020948.15	7423	7222.61	11.5	1	0	0	11.5
ENSMUST00000123285.2	7501	7300.61	11.3771	1	0	0	11.3771
ENSMUST00000239119.2	3930	3729.61	11.2505	0.505177	0	0	11.2505
ENSMUST00000065297.6	3930	3729.61	11.2505	0.505177	0	0	11.2505
